访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,Aug,228.9,0,0,0.0,0.037037037,0.014814815,27,0.0,4,False,1,0.0,1,1,0.0,0
Returning_Visitor,Nov,184.25,0,0,0.0,0.08666666699999999,0.083333333,6,0.0,3,True,2,0.0,1,13,0.0,0
Returning_Visitor,May,1287.0,0,0,0.0,0.016666667,0.0,12,0.0,4,False,2,0.0,2,13,0.4,0
Returning_Visitor,Mar,751.3333332999999,0,0,0.0,0.002777778,0.0,19,13.62630613,2,True,2,0.0,1,2,0.0,1
New_Visitor,Dec,511.25,1,0,6.5,0.0074074069999999995,0.0,10,7.848538777999999,2,True,5,0.0,3,8,0.0,1
Returning_Visitor,Jul,190.6,0,0,0.0,0.02,0.0,5,0.0,2,True,2,0.0,5,1,0.0,0
Returning_Visitor,Oct,7672.152381,1,3,139.0,0.011631206000000002,0.00177305,137,37.72031898,2,False,2,871.4,4,2,0.0,1
New_Visitor,May,1448.333333,6,2,277.1666667,0.003846154,0.0,24,0.0,2,True,4,900.5,4,2,0.0,0
Returning_Visitor,Mar,644.4,0,0,0.0,0.007777778000000001,0.0,20,0.0,1,False,1,0.0,7,3,0.0,0
Returning_Visitor,May,619.0,4,0,431.0,0.025,0.0,6,0.0,1,False,8,0.0,2,11,0.0,0
Returning_Visitor,Mar,492.5,2,0,37.5,0.05,0.0,2,0.0,2,False,2,0.0,1,2,0.0,0
Returning_Visitor,Dec,316.25,0,0,0.0,0.033333333,0.0,6,0.0,3,False,13,0.0,9,20,0.0,0
New_Visitor,May,692.6666667000001,2,0,101.5,0.0125,0.0,16,146.23875,2,False,2,0.0,5,2,0.0,1
New_Visitor,Nov,442.5,0,0,0.0,0.008333333,0.0,12,0.0,2,False,2,0.0,1,2,0.0,0
Returning_Visitor,May,496.75,1,0,24.0,0.00625,0.0,15,115.48625,2,False,2,0.0,3,2,0.0,1
New_Visitor,Mar,489.58333330000005,3,0,221.0,0.011764706000000002,0.0,17,0.0,1,True,1,0.0,1,3,0.0,0
Returning_Visitor,Nov,680.2559524000001,0,3,0.0,0.038461537999999997,0.015384615,24,72.06822266,1,False,1,62.75,8,10,0.0,0
Returning_Visitor,Oct,842.4235931,5,0,87.8,0.011382113999999999,0.0,38,52.28594057,1,True,1,0.0,1,2,0.0,1
Returning_Visitor,Jul,4204.433333,2,0,10.3,0.021345898999999998,0.009722221999999999,142,0.7709918640000001,2,False,2,0.0,4,13,0.0,0
Returning_Visitor,Dec,3959.45,1,1,18.2,0.060590278,0.024652777999999997,30,0.0,2,False,2,9.0,6,3,0.0,0
Returning_Visitor,Nov,1808.953333,1,0,21.2,0.012195122,0.0,41,0.0,2,False,2,0.0,3,3,0.0,0
Returning_Visitor,May,733.5,2,0,25.0,0.016190476000000002,0.012698413,20,0.0,3,False,2,0.0,2,2,0.0,0
Returning_Visitor,May,3837.5,0,0,0.0,0.00625,0.0,32,0.0,2,False,2,0.0,2,4,0.0,0
Returning_Visitor,Mar,1589.27381,6,0,135.65,0.020767196,0.0,40,0.0,4,True,1,0.0,3,1,0.0,0
Returning_Visitor,June,0.0,0,0,0.0,0.2,0.2,1,0.0,3,True,2,0.0,1,1,0.0,0
Returning_Visitor,Dec,281.9,0,0,0.0,0.04,0.02,11,0.0,1,False,8,0.0,1,6,0.0,0
New_Visitor,Nov,635.3333332999999,1,0,150.5,0.011764706000000002,0.0,18,57.5907585,2,True,2,0.0,1,2,0.0,1
Returning_Visitor,May,1647.5,2,1,10.0,0.013043478,0.0,21,0.0,2,False,2,17.0,4,4,0.0,0
Returning_Visitor,Dec,593.2916667000001,1,0,37.5,0.00375,0.008333333,25,0.0,1,True,1,0.0,1,1,0.0,0
Returning_Visitor,Nov,2855.166667,2,0,11.0,0.012745098,0.0,51,0.0,2,False,2,0.0,4,3,0.0,0
Returning_Visitor,Dec,0.0,0,0,0.0,0.2,0.2,1,0.0,1,False,1,0.0,4,1,0.0,0
Returning_Visitor,May,72.66666667,0,0,0.0,0.083333333,0.0,4,0.0,2,False,2,0.0,3,4,0.4,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,2,0.0,2,1,0.0,0
Returning_Visitor,Mar,1152.5,1,0,10.0,0.017802198,0.011965812,39,0.0,3,False,2,0.0,1,3,0.0,0
Returning_Visitor,May,1820.5666670000003,6,0,34.4,0.055555556,0.029166667,44,15.184125,2,False,2,0.0,4,6,0.6,0
Returning_Visitor,Sep,19.2,0,0,0.0,0.15,0.1,2,0.0,3,False,2,0.0,3,1,0.0,0
Returning_Visitor,Mar,1202.0,0,0,0.0,0.014285714,0.0,28,0.0,2,False,2,0.0,1,10,0.0,0
Returning_Visitor,Mar,1532.2,6,0,71.5,0.019797366,0.009929078000000001,47,27.26888014,2,False,2,0.0,1,1,0.0,1
Returning_Visitor,Mar,77.0,2,0,15.0,0.028571429,0.014285714,13,0.0,2,False,2,0.0,9,1,0.0,0
New_Visitor,Nov,114.6,5,0,121.26666670000002,0.01,0.0,8,0.0,1,True,1,0.0,1,2,0.0,0
Returning_Visitor,Dec,702.3333332999999,3,0,98.5,0.042261905,0.023214286,27,0.0,2,False,2,0.0,7,2,0.0,0
Returning_Visitor,Mar,694.7121212000001,7,1,156.5,0.00297619,0.0,26,0.0,2,False,4,122.0,1,2,0.0,0
New_Visitor,Dec,64.25,0,2,0.0,0.033333333,0.0,4,0.0,3,False,3,324.5,2,8,0.0,0
Returning_Visitor,Mar,49.5,0,0,0.0,0.016666667,0.0,4,0.0,2,False,2,0.0,9,2,0.0,0
Returning_Visitor,Sep,1199.616667,3,0,32.2,0.00617284,0.0,81,0.0,2,True,2,0.0,2,1,0.0,1
Returning_Visitor,Mar,1530.194444,2,1,30.0,0.014814815,0.0074074069999999995,24,10.10222222,1,False,1,148.5,1,10,0.0,0
Returning_Visitor,Oct,2306.047619,4,3,69.23333333,0.076388889,0.046666667,26,5.761347436,1,False,1,1657.3,2,3,0.0,0
Returning_Visitor,Dec,602.5833332999999,6,0,539.5,0.02,0.008888889,11,0.0,3,False,2,0.0,1,1,0.0,0
Returning_Visitor,May,1652.75,0,3,0.0,0.035119048,0.013636364,41,0.0,2,True,2,29.0,4,4,0.0,0
New_Visitor,Sep,14.0,3,1,37.2,0.033333333,0.0,3,0.0,2,True,7,0.0,7,2,0.0,0
Returning_Visitor,Dec,1717.7404760000002,8,2,279.25,0.018472224,0.0,43,18.07802206,3,False,2,1652.0,5,2,0.0,1
Returning_Visitor,Nov,686.8789682999999,4,0,37.66666667,0.012581698999999998,0.004761905,43,0.0,3,False,2,0.0,1,3,0.0,0
Returning_Visitor,Dec,2162.657393,0,3,0.0,0.02055132,0.006527626999999999,68,0.0,1,False,2,83.0,1,2,0.0,0
Returning_Visitor,May,1927.0315480000002,6,1,335.11904760000004,0.014481293000000001,0.003954802,51,2.8467796610000002,1,True,1,8.0,9,3,1.0,0
Returning_Visitor,Nov,672.7,4,0,218.9666667,0.0044444440000000005,0.0,12,83.10114264,2,True,2,0.0,3,2,0.0,1
Returning_Visitor,Mar,80.0,0,0,0.0,0.075,0.05,4,0.0,3,False,2,0.0,4,1,0.0,0
Returning_Visitor,Jul,122.8,0,0,0.0,0.133333333,0.11,10,0.0,3,False,2,0.0,3,13,0.0,0
New_Visitor,Mar,160.5,0,6,0.0,0.004761905,0.0,11,0.0,2,False,4,270.3333333,1,8,0.0,0
Returning_Visitor,Nov,416.5,2,0,144.5,0.031111111,0.04444444400000001,7,0.0,3,True,2,0.0,3,8,0.0,0
Returning_Visitor,Aug,420.0,3,0,55.33333333,0.0625,0.0125,4,0.0,1,False,1,0.0,4,3,0.0,1
Returning_Visitor,May,2022.25,0,0,0.0,0.048611111,0.008333333,24,0.0,2,False,2,0.0,3,13,0.0,0
Returning_Visitor,Nov,5728.673611,0,2,0.0,0.01638112,0.003409759,188,0.0,2,False,2,89.0,1,2,0.0,0
New_Visitor,Mar,1505.166667,1,0,43.0,0.005263158,0.0,37,0.0,2,False,2,0.0,4,8,0.0,0
Returning_Visitor,Dec,4201.508333,2,0,163.0,0.011265083,0.0,136,0.0,3,False,2,0.0,3,3,0.0,0
Returning_Visitor,Nov,1041.733333,0,0,0.0,0.053333333,0.0,21,0.0,3,False,2,0.0,8,1,0.0,0
Returning_Visitor,Jul,608.2166667,1,0,28.2,0.051851852000000004,0.047777778,17,0.0,2,False,2,0.0,2,1,0.0,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,2,0.0,4,1,0.0,0
Returning_Visitor,Nov,1609.939744,0,2,0.0,0.009323308,0.0,36,12.50325678,2,False,2,386.0,3,3,0.0,1
Returning_Visitor,Dec,1164.202381,7,0,95.75,0.010606061000000002,0.004545455,41,27.07846934,3,True,2,0.0,5,1,0.0,1
New_Visitor,May,898.1714286,4,1,98.0,0.005555556,0.0,32,23.32166667,2,True,2,31.0,4,2,0.0,1
New_Visitor,May,247.0,0,0,0.0,0.1,0.0,2,0.0,3,False,2,0.0,2,11,0.8,0
Other,Nov,1666.75,0,1,0.0,0.021052632,0.0,19,0.0,8,False,13,14.0,9,20,0.0,0
New_Visitor,Oct,192.7333333,0,0,0.0,0.0,0.0,11,0.0,2,False,2,0.0,2,2,0.0,0
Returning_Visitor,May,2088.443506,8,0,137.075,0.023522862000000002,0.006343284,59,54.07524113,4,False,2,0.0,3,3,0.0,1
Returning_Visitor,May,109.0,1,0,17.0,0.045454545,0.036363636,10,0.0,2,False,2,0.0,4,1,0.0,0
Returning_Visitor,May,884.8040616000001,4,0,103.5,0.011326165,0.0,28,0.0,1,False,1,0.0,1,4,0.0,0
Returning_Visitor,May,2996.4875,7,3,85.52916667,0.02628108,0.014814815,45,2.0905,2,False,2,255.5,3,3,0.0,0
Returning_Visitor,May,1525.666667,1,0,24.5,0.006382979,0.0,46,107.2170213,2,False,2,0.0,2,4,0.0,1
Returning_Visitor,Jul,300.7666667,3,0,49.2,0.022222222000000003,0.004761905,17,0.0,1,False,1,0.0,3,4,0.0,0
Returning_Visitor,May,232.56666669999998,0,0,0.0,0.0037037040000000004,0.0,19,0.0,2,False,2,0.0,3,2,0.0,0
New_Visitor,Sep,8.0,3,0,10.0,0.033333333,0.0,2,0.0,2,False,2,0.0,1,2,0.0,1
Returning_Visitor,Dec,11.0,0,0,0.0,0.1,0.0,2,0.0,2,False,2,0.0,2,13,0.0,0
Returning_Visitor,May,436.8125,0,0,0.0,0.028338002,0.0019047620000000002,21,0.0,2,False,2,0.0,4,2,0.4,0
Returning_Visitor,Mar,1306.151974,3,0,308.0,0.012962963000000001,0.0035087720000000003,54,0.0,2,False,2,0.0,4,1,0.0,0
Returning_Visitor,Nov,3591.744196,17,4,218.741707,0.015609868,0.019767442,74,0.0,3,False,2,808.5,1,2,0.0,0
Returning_Visitor,Dec,173.5,0,0,0.0,0.008333333,0.0,12,0.0,2,False,2,0.0,2,2,0.0,0
Returning_Visitor,May,888.0,8,0,168.16666669999998,0.011428571,0.014285714,28,0.0,1,True,1,0.0,1,3,0.0,0
Returning_Visitor,Nov,2622.600281,0,2,0.0,0.028519936,0.022000000000000002,99,0.0,3,False,2,0.0,2,13,0.0,1
Other,Dec,0.0,0,0,0.0,0.2,0.2,1,0.0,8,False,13,0.0,9,20,0.0,0
Returning_Visitor,Nov,1397.666667,0,0,0.0,0.027777778,0.022222222000000003,9,0.0,3,False,2,0.0,4,2,0.0,0
Returning_Visitor,Mar,236.5,0,0,0.0,0.016666667,0.0,6,0.0,1,True,1,0.0,1,3,0.0,0
Returning_Visitor,Nov,1939.1559519999998,2,0,13.875,0.026352357000000003,0.006451613,26,24.69983785,3,True,2,0.0,1,2,0.0,0
Returning_Visitor,May,3141.2583329999998,3,1,27.53333333,0.040017252999999996,0.02173913,45,6.673695652,3,True,2,0.0,1,3,1.0,1
Returning_Visitor,Dec,1581.5,5,0,248.91666669999998,0.026851852000000002,0.0037037040000000004,12,63.1498595,2,False,2,0.0,1,8,0.0,0
Returning_Visitor,Dec,2498.833658,1,0,5.0,0.01005291,0.003174603,65,0.0,3,True,2,0.0,3,6,0.0,0
Returning_Visitor,Oct,1582.533333,4,0,585.8,0.022222222000000003,0.006666666999999999,29,0.0,2,False,2,0.0,4,1,0.0,0
Returning_Visitor,Nov,371.25,3,0,32.0,0.011764706000000002,0.0,15,0.0,1,False,8,0.0,4,11,0.0,0
Returning_Visitor,Nov,676.25,0,0,0.0,0.025,0.0,12,0.0,2,False,4,0.0,1,6,0.0,0
Returning_Visitor,May,2797.213095,6,4,545.0,0.02454223,0.004098361,53,2.2272786890000003,3,False,2,101.5,1,4,0.8,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,1,True,1,0.0,4,9,0.0,0
Returning_Visitor,Dec,830.1041667000001,6,0,214.0,0.021428571,0.0,27,0.0,1,False,1,0.0,2,2,0.0,0
Returning_Visitor,Nov,810.3333332999999,3,0,17.5,0.020512821,0.0,15,0.0,2,True,2,0.0,3,11,0.0,0
Returning_Visitor,Oct,1985.894203,17,0,626.4933333,0.031102029,0.015630252,76,0.0,2,False,2,0.0,1,1,0.0,0
Returning_Visitor,Nov,5315.211905,0,3,0.0,0.020586081000000003,0.006174089000000001,153,0.0,2,False,2,588.0,1,3,0.0,0
Returning_Visitor,Nov,3752.66697,9,0,303.8666667,0.007280349,0.007042254,72,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,Mar,74.0,0,0,0.0,0.02,0.0,6,0.0,2,False,4,0.0,6,8,0.0,0
Returning_Visitor,Mar,1090.490476,9,0,140.5,0.016892551999999998,0.013675214,35,0.0,1,True,1,0.0,3,2,0.0,0
New_Visitor,Dec,81.08333333,0,0,0.0,0.05,0.04,5,0.0,3,False,2,0.0,1,2,0.0,0
New_Visitor,May,1723.0,1,0,27.0,0.003921569000000001,0.0,17,0.0,2,False,5,0.0,9,4,0.0,0
Returning_Visitor,Mar,1430.659091,4,0,96.5,0.025666667,0.01,19,0.0,1,False,1,0.0,1,1,0.0,0
Returning_Visitor,Nov,3271.030448,7,1,351.0833333,0.0055270119999999996,0.0,53,13.78150822,1,False,1,131.0,2,4,0.0,0
Returning_Visitor,Mar,1342.666667,7,0,170.0,0.023333332999999998,0.003333333,27,29.35629782,2,False,2,0.0,1,3,0.0,1
Returning_Visitor,Nov,1234.5,0,0,0.0,0.020689655,0.0017241379999999998,57,0.0,2,True,7,0.0,2,2,0.0,0
Returning_Visitor,Mar,2448.784448,4,2,68.5,0.008907697,0.00037453199999999996,82,6.506831397999999,1,False,1,845.0,2,2,0.0,1
Returning_Visitor,May,1858.733333,5,0,142.7,0.031075269,0.025806452,29,0.0,3,False,2,0.0,2,4,0.0,0
Returning_Visitor,Nov,103.52083329999999,0,1,0.0,0.002777778,0.0,7,0.0,3,True,2,29.5,8,1,0.0,0
Returning_Visitor,Nov,1753.761111,11,3,104.1944444,0.018278388,0.002380952,75,20.04842101,2,False,2,8.0,3,2,0.0,1
Returning_Visitor,Mar,1350.5,0,0,0.0,0.016129031999999998,0.006451613,31,0.0,2,False,5,0.0,2,2,0.0,0
New_Visitor,Nov,96.0,0,0,0.0,0.05,0.0,2,0.0,2,False,4,0.0,3,2,0.0,0
Returning_Visitor,Dec,2533.0083329999998,0,4,0.0,0.026190476,0.0,38,0.0,2,False,4,52.5,4,2,0.0,0
Returning_Visitor,May,1115.459524,0,1,0.0,0.015686275,0.007843137,50,0.0,3,True,2,0.0,6,4,0.0,0
Returning_Visitor,Oct,2107.033333,2,4,187.9,0.024242424,0.0,29,0.0,1,False,1,100.1,3,1,0.0,0
Returning_Visitor,Nov,296.58,6,0,70.58,0.028571429,0.0,15,0.0,2,False,4,0.0,1,3,0.0,0
Returning_Visitor,Nov,1171.471429,19,2,902.16,0.019152047,0.0,27,16.43725303,2,False,5,39.2,1,5,0.0,0
Returning_Visitor,May,2387.435714,3,6,604.5,0.037838383999999996,0.019393939,50,0.0,1,True,1,75.66666667,3,15,1.0,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,4,0.0,3,1,0.0,0
Returning_Visitor,May,314.8333333,0,0,0.0,0.031578947,0.010526316,38,0.0,2,False,2,0.0,1,3,0.6,0
Returning_Visitor,Dec,396.1666667,2,0,48.5,0.008333333,0.0,5,0.0,3,False,2,0.0,5,10,0.0,0
Returning_Visitor,May,1365.5,5,0,52.5,0.03,0.002777778,24,0.0,2,True,7,0.0,7,4,0.0,0
Returning_Visitor,Mar,606.8333332999999,0,0,0.0,0.048245614000000006,0.031578947,19,0.0,2,False,2,0.0,1,3,0.0,0
Returning_Visitor,May,1026.75,0,0,0.0,0.022222222000000003,0.0,26,0.0,2,False,2,0.0,1,3,0.2,0
Returning_Visitor,Aug,111.13333329999999,1,0,54.9,0.0,0.0,4,0.0,3,False,2,0.0,3,1,0.0,0
Returning_Visitor,May,2676.0,0,0,0.0,0.04556213,0.030769231,26,0.0,2,False,6,0.0,2,6,0.6,0
New_Visitor,Nov,17.0,0,0,0.0,0.1,0.0,2,0.0,1,False,1,0.0,1,2,0.0,0
Returning_Visitor,May,896.0666667000002,4,0,157.0,0.013043478,0.0,41,4.430347826,2,False,6,0.0,2,13,0.2,0
Returning_Visitor,May,787.2,5,0,47.5,0.012121212,0.0,40,2.782886364,2,False,2,0.0,4,4,0.4,0
Returning_Visitor,Mar,1883.5,0,0,0.0,0.021052632,0.010526316,19,0.0,2,False,2,0.0,1,3,0.0,0
Returning_Visitor,Mar,3510.879903,1,0,11.88888889,0.009438427,9.83e-05,111,12.01656549,3,False,2,0.0,5,2,0.0,0
Returning_Visitor,Nov,444.63333330000006,0,0,0.0,0.025,0.0,8,0.0,2,False,4,0.0,1,10,0.0,0
Returning_Visitor,May,841.1666667000002,0,0,0.0,0.041666667000000004,0.008333333,24,0.0,2,False,2,0.0,2,4,0.8,0
New_Visitor,May,102.0,1,0,4.0,0.057142857000000005,0.0,6,0.0,2,False,2,0.0,1,3,0.0,0
Returning_Visitor,Sep,572.65,4,0,206.25,0.011111111000000002,0.0,16,10.17711218,3,True,2,0.0,1,4,0.0,1
Returning_Visitor,May,1475.266667,2,2,51.0,0.024867725,0.006944444,35,27.44491667,2,True,4,99.5,2,4,0.0,1
Returning_Visitor,May,101.0,0,0,0.0,0.075,0.0,4,0.0,3,False,2,0.0,3,3,0.0,0
Returning_Visitor,Sep,86.6,1,0,2.0,0.1,0.0,5,0.0,3,False,2,0.0,3,2,0.0,0
Returning_Visitor,Sep,902.9738095,10,0,172.3277778,0.009876543,0.0,20,0.0,4,False,2,0.0,4,4,0.0,0
Returning_Visitor,May,380.1666667,4,0,47.0,0.015873016,0.0,26,0.0,4,False,1,0.0,1,1,0.0,0
New_Visitor,Oct,447.13333330000006,0,0,0.0,0.018181818,0.0,10,17.29676376,2,True,2,0.0,5,2,0.0,1
Returning_Visitor,Mar,591.1666667000001,2,0,210.0,0.016,0.02,10,0.0,3,False,2,0.0,1,2,0.0,0
Returning_Visitor,Dec,1629.641667,7,2,644.5,0.026063126000000002,0.0,31,0.0,2,False,2,166.5,4,2,0.0,0
Returning_Visitor,May,324.0,0,0,0.0,0.131944444,0.10416666699999999,24,0.0,3,False,2,0.0,6,13,0.6,0
Returning_Visitor,Dec,75.0,0,0,0.0,0.08,0.04,5,0.0,3,False,2,0.0,7,1,0.0,0
Returning_Visitor,Dec,94.75,1,0,0.0,0.053333333,0.0,4,0.0,3,False,2,0.0,1,20,0.0,0
Returning_Visitor,Dec,1012.9642859999999,1,1,4.0,0.023529412000000003,0.011764706000000002,16,0.0,2,False,2,12.0,7,10,0.0,0
Returning_Visitor,Dec,738.8861111,0,0,0.0,0.0024691360000000002,0.0,29,0.0,3,True,2,0.0,6,2,0.0,0
Returning_Visitor,May,153.58333330000002,0,0,0.0,0.020512821,0.0,13,0.0,2,False,2,0.0,4,13,0.0,0
Returning_Visitor,May,0.0,0,0,0.0,0.2,0.2,4,0.0,3,False,2,0.0,4,3,0.6,0
Returning_Visitor,Dec,1935.887111,9,0,153.91666669999998,0.008928355,0.001168385,97,0.0,2,False,2,0.0,4,2,0.0,0
Returning_Visitor,May,1370.067857,2,6,60.0,0.035072464,0.02173913,17,0.0,1,False,1,459.0,6,1,0.0,0
Returning_Visitor,May,1137.166667,0,0,0.0,0.007142857,0.0,29,22.27457143,1,True,8,0.0,1,11,0.0,1
New_Visitor,Mar,110.5,3,0,421.0,0.011111111000000002,0.0,4,0.0,3,True,2,0.0,8,2,0.0,0
Returning_Visitor,Nov,316.6,0,0,0.0,0.022222222000000003,0.0,10,0.0,2,False,2,0.0,1,10,0.0,0
Returning_Visitor,Nov,1310.636905,1,2,0.0,0.032793149,0.010869565,69,0.0,2,True,3,10.0,1,3,0.0,0
Returning_Visitor,Dec,290.1,0,0,0.0,0.026666667,0.0,15,0.0,2,False,5,0.0,6,3,0.0,0
Returning_Visitor,Sep,223.1,1,0,94.8,0.00952381,0.0,6,0.0,5,False,11,0.0,8,14,0.0,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,4,0.0,1,1,0.0,0
Returning_Visitor,Nov,336.5833333,1,0,19.0,0.03,0.0,17,0.0,3,False,2,0.0,1,1,0.0,0
Returning_Visitor,Nov,246.64583330000002,0,0,0.0,0.047727273,0.009090909,22,0.0,3,True,2,0.0,7,10,0.0,0
Returning_Visitor,Nov,301.0,0,0,0.0,0.033333333,0.0,2,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,May,262.5,0,0,0.0,0.02,0.0,10,0.0,2,False,2,0.0,5,2,0.0,0
Returning_Visitor,Nov,1126.3928210000001,1,0,92.6,0.006666666999999999,0.0,30,67.18378365,2,False,2,0.0,1,6,0.0,1
Returning_Visitor,May,1164.099635,5,1,162.5,0.01668402,0.010714286000000002,82,0.0,3,False,2,11.0,7,2,0.0,0
New_Visitor,May,678.5,3,4,54.5,0.010526316,0.0,14,0.0,3,False,2,472.0,3,2,0.6,0
Returning_Visitor,May,2362.5,1,0,43.0,0.016190476000000002,0.0,36,0.0,2,False,5,0.0,1,4,0.6,0
Returning_Visitor,Mar,1272.916667,3,0,79.0,0.020139373000000002,0.004878049000000001,38,9.401136585,2,False,4,0.0,2,2,0.0,0
Returning_Visitor,Nov,51.0,0,0,0.0,0.04,0.0,5,0.0,3,False,2,0.0,3,13,0.0,0
New_Visitor,Nov,5793.523810000001,0,0,0.0,0.007835821,0.0,69,0.0,2,False,2,0.0,1,8,0.0,0
Returning_Visitor,May,152.0,0,0,0.0,0.002380952,0.0,12,0.0,3,True,2,0.0,1,2,1.0,0
Returning_Visitor,Nov,8956.097501999999,7,0,191.0,0.012109705,0.003094233,237,0.0,2,False,2,0.0,1,2,0.0,0
Returning_Visitor,Sep,1596.412698,1,0,27.2,0.007912088000000001,0.001098901,91,33.61787649,2,False,2,0.0,2,1,0.0,0
New_Visitor,Dec,475.66666669999995,0,0,0.0,0.013333333000000001,0.013333333000000001,15,0.0,1,False,1,0.0,3,8,0.0,0
Returning_Visitor,May,328.4166667,0,2,0.0,0.037647059,0.0,15,0.0,2,True,2,15.0,1,4,0.0,0
New_Visitor,Dec,291.1666667,5,0,152.5,0.02,0.0,15,0.0,4,True,1,0.0,1,2,0.0,0
Returning_Visitor,Nov,756.0416667000001,0,0,0.0,0.008950617,0.005555556,36,0.0,2,False,5,0.0,1,10,0.0,0
Returning_Visitor,May,146.7666667,0,0,0.0,0.002272727,0.0,10,0.0,2,False,4,0.0,1,1,0.0,0
Returning_Visitor,May,166.25,0,0,0.0,0.0125,0.0,8,0.0,2,True,10,0.0,1,4,0.0,0
Returning_Visitor,Oct,238.5333333,2,0,25.2,0.009375,0.0,13,36.70369311,2,False,2,0.0,1,20,0.0,1
New_Visitor,Mar,451.0,3,2,91.0,0.006666666999999999,0.0,11,45.7504,2,False,2,338.0,1,10,0.0,1
Returning_Visitor,May,500.0,0,0,0.0,0.02,0.0,11,44.388000000000005,2,False,2,0.0,3,2,0.0,1
Returning_Visitor,Jul,519.8666667,0,0,0.0,0.0,0.0,16,0.0,1,False,1,0.0,1,4,0.0,0
Returning_Visitor,Mar,326.0,5,0,282.0,0.022222222000000003,0.0,8,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,May,522.0,0,0,0.0,0.034210526,0.021052632,19,0.0,2,False,2,0.0,7,2,0.0,0
Returning_Visitor,May,1859.5,1,0,51.0,0.00974359,0.005128205,66,0.0,2,False,2,0.0,2,2,0.4,0
Returning_Visitor,May,1880.9666670000001,2,0,15.0,0.023809524,0.0037037040000000004,38,12.59766667,4,True,1,0.0,1,4,0.0,1
Returning_Visitor,Jul,1121.433333,0,0,0.0,0.019607843,0.007843137,53,24.57349606,2,False,4,0.0,9,1,0.0,1
Returning_Visitor,Nov,795.0,1,0,0.0,0.111111111,0.066666667,4,0.0,3,True,2,0.0,9,6,0.0,0
New_Visitor,Nov,188.45833330000002,0,0,0.0,0.009090909,0.0,11,0.0,1,False,1,0.0,1,8,0.0,0
Returning_Visitor,Dec,113.25,0,0,0.0,0.08095238099999999,0.00952381,7,0.0,2,False,2,0.0,4,10,0.0,0
Returning_Visitor,May,838.55,0,0,0.0,0.016783217,0.0,14,55.23646154,1,False,1,0.0,3,4,0.0,1
Returning_Visitor,Nov,0.0,0,0,0.0,0.2,0.2,3,0.0,1,False,1,0.0,6,6,0.0,0
Returning_Visitor,Nov,741.0555555999999,3,0,68.28571429,0.039707071000000004,0.014285714,26,13.24667166,3,False,2,0.0,4,10,0.0,1
Returning_Visitor,Mar,10.0,0,0,0.0,0.066666667,0.0,3,0.0,2,False,2,0.0,7,1,0.0,0
Returning_Visitor,Dec,79.5,0,0,0.0,0.066666667,0.0,3,0.0,4,True,1,0.0,3,2,0.0,0
Returning_Visitor,Mar,694.3035714,0,0,0.0,0.007692308,0.0,27,11.99264025,1,True,1,0.0,1,2,0.0,1
Returning_Visitor,May,953.8333332999998,0,0,0.0,0.011428571,0.0,9,92.83857143,3,True,2,0.0,1,5,0.0,1
Returning_Visitor,May,0.0,0,0,0.0,0.2,0.2,3,0.0,2,False,2,0.0,6,3,0.6,0
Returning_Visitor,Mar,705.4,3,1,125.0,0.015625,0.0,29,0.0,2,False,2,70.0,1,1,0.0,0
New_Visitor,Dec,19.25,3,0,67.75,0.053333333,0.04,2,0.0,1,False,1,0.0,3,20,0.0,1
Returning_Visitor,Dec,508.558547,0,0,0.0,0.027528909,0.014705882,34,0.0,2,False,2,0.0,3,10,0.0,0
Returning_Visitor,Mar,55.0,0,0,0.0,0.066666667,0.0,3,0.0,2,False,2,0.0,1,10,0.0,0
Returning_Visitor,May,113.0,0,0,0.0,0.1,0.0,2,0.0,2,False,2,0.0,3,13,0.0,0
Returning_Visitor,May,191.0,0,0,0.0,0.028571429,0.0,7,0.0,2,False,4,0.0,4,2,0.0,0
Returning_Visitor,Dec,2117.654762,3,0,56.0,0.014444443999999999,0.0,19,6.708900602000001,2,False,2,0.0,3,2,0.0,1
Returning_Visitor,Nov,6566.867561999999,9,8,145.77083330000002,0.015531015,0.003477444,139,67.39709637,2,True,2,408.5,3,2,0.0,0
Returning_Visitor,Mar,1540.583333,5,1,46.0,0.01547619,0.0,33,10.84440741,2,True,2,17.0,2,2,0.0,0
Returning_Visitor,Aug,447.2,1,0,52.4,0.007692308,0.0,13,42.30391708,1,True,1,0.0,1,20,0.0,1
New_Visitor,Dec,1089.208333,0,0,0.0,0.017117117,0.0,37,0.0,4,False,2,0.0,1,2,0.0,0
